"filename", "language", "YAML", "Properties", "Markdown", "Groovy", "Batch", "Shell Script", "Dockerfile", "XML", "HTML", "Kotlin", "Java", "JavaScript", "CSS", "comment", "blank", "total"
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\email_chatter.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\empty.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\endorsement.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\entitlement.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\entitlement_process.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\entitlement_template.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\entity.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\entity_milestone.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\environment_hub.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\event.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\feed.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\feedback.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\file.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\filter.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\first_non_empty.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\flow.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\folder.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\forecasts.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\formula.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\generic_loading.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\global_constant.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\goals.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\group_loading.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\groups.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\hierarchy.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\home.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\household.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\individual.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\insights.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\investment_account.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\iot_context.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\iot_orchestrations.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\kanban.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\knowledge.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\lead.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\lead_insights.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\lead_list.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\lightning_component.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\lightning_usage.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\link.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\list_email.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\live_chat.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\live_chat_visitor.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\location.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\log_a_call.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\logging.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\loop.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\macros.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\maintenance_asset.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\maintenance_plan.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\marketing_actions.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\merge.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\messaging_conversation.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\messaging_session.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\messaging_user.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\metrics.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\multi_picklist.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\multi_select_checkbox.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\news.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\note.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\number_input.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\omni_supervisor.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\operating_hours.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\opportunity.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\opportunity_splits.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\orders.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\outcome.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\output.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\partner_fund_allocation.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\partner_fund_claim.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\partner_fund_request.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\partner_marketing_budget.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\partners.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\password.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\past_chat.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\people.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\performance.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\person_account.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\photo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\picklist_choice.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\picklist_type.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\planogram.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\poll.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\portal.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\portal_roles.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\portal_roles_and_subordinates.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\post.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\pricebook.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\process.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\product.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\product_consumed.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\product_item.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\product_item_transaction.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\product_request.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\product_request_line_item.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\product_required.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\product_transfer.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\proposition.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\question_best.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\question_feed.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\queue.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\quick_text.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\quip.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\quip_sheet.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\quotes.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\radio_button.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\read_receipts.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\recent.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\record.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\record_create.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\record_delete.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\record_lookup.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\record_update.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\related_list.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\relationship.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\report.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\resource_absence.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\resource_capacity.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\resource_preference.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\resource_skill.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\return_order.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\return_order_line_item.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\reward.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\rtc_presence.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\sales_cadence.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\sales_path.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\scan_card.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\screen.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\search.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\service_appointment.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\service_appointment_capacity_usage.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\service_contract.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\service_crew.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\service_crew_member.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\service_report.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\service_resource.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\service_territory.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\service_territory_location.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\service_territory_member.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\shipment.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\skill.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\skill_entity.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\skill_requirement.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\sms.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\snippet.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\sobject.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\sobject_collection.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\social.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\stateset-mainnet\server\out\production\resources\static\assets\icons\standard\solution.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
